,Country,2000,2001.0,2002.0,2003.0,2004.0,2005,2006.0,2007.0,2008.0,2009.0,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021.0,2022.0
62,  Ecuador,139934.8,139963.0,139970.8,139970.8,140150.0,140150.0,140150.0,140450.5,140974.5,141522.8,141523.3,141546.5,141718.3,141718.2,141984.0,143415.2,144182.3,145054.8,145054.8,145054.8,145054.8,146361.5,206722.5
63,  El Salvador,0.0,0.0,0.0,0.0,0.0,298.0,298.0,507.0,507.0,507.0,507.0,668.25,668.25,668.25,702.5,702.5,702.5,702.5,702.5,708.75,708.75,708.75,708.75
64,  Faeroe Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.75,30.75,30.75,30.75,30.75,30.75,30.75,30.75,30.75,30.75,30.75
65,  Falkland Islands (Malvinas),2.0,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25
66,  French Guiana,759.0,796.5,796.5,796.5,796.5,796.5,796.5,796.5,833.75,833.75,833.75,833.75,833.75,863.75,863.75,864.25,864.25,864.25,864.25,864.25,864.25,864.25,864.25
67,  French Polynesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,  French Southern and Antarctic Lands,0.0,0.0,0.0,0.0,0.0,0.0,1637253.0,1637253.0,1637253.0,1637253.0,1637253.0,1639349.0,1639349.0,1639349.0,1639349.0,1639349.0,1639349.0,1639349.0,1639349.0,1639433.0,1639433.0,1639433.0,1639433.0
69,  Georgia,172.5,172.5,172.5,172.5,172.5,172.5,172.5,172.5,172.5,172.5,172.5,172.5,172.5,172.5,172.5,172.5,172.5,172.5,172.5,172.5,172.5,172.5,172.5
70,  Gibraltar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,  Greenland,95951.5,95951.5,95951.5,96331.5,96331.75,96327.5,96327.5,96327.5,96368.25,96368.25,96460.75,96546.5,96546.5,96546.5,96546.5,96546.5,96546.5,96546.5,96546.5,96546.5,96546.5,96546.5,96546.5
72,  Grenada,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,29.25,29.25,29.25,29.25,29.25
73,  Guadeloupe,1343.75,1343.75,1343.75,1343.75,1343.75,1343.75,1343.75,1343.75,1343.75,1343.75,90909.5,90909.5,90909.5,90909.5,90909.5,90909.5,90909.5,90909.5,90909.5,90909.5,90909.5,90909.5,90909.5
74,  Guam,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,49726.5,49726.5,49726.5,49726.5,49726.5,49726.5,49726.5,49726.5,49726.5,49726.5,49726.5,49726.5,49726.5,49726.5
75,  Guatemala,1071.0,1071.0,1071.0,1071.0,1071.0,1084.75,1084.75,1084.75,1084.75,1084.75,1084.75,1084.75,1084.75,1084.75,1084.75,1084.75,1098.25,1098.25,1098.25,1098.25,1098.25,1098.25,1098.25
76,  Guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
77,  Haiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.75,1261.5,1261.5,1261.5,1809.5,1809.5,1809.5,1809.5,1821.25,1821.25
78,  Heard Island and McDonald Islands,6077.25,6077.25,6077.25,6077.25,6077.25,6077.25,6077.25,6077.25,6077.25,6077.25,6077.25,6077.25,6077.25,6077.25,6077.25,6077.25,6077.25,6077.25,6077.25,6077.25,6077.25,6077.25,6077.25
79,  Honduras,1532.5,1532.5,1532.5,2759.5,2759.5,2760.5,2760.5,2760.5,2760.5,2760.5,9263.25,9263.25,9263.25,9263.25,9263.25,9263.25,9302.75,10166.25,10166.25,10247.25,10247.25,10247.25,10247.25
80,  India,237.25,237.25,659.75,659.75,659.75,659.75,659.75,659.75,659.75,659.75,659.75,659.75,659.75,659.75,659.75,659.75,659.75,659.75,659.75,659.75,659.75,659.75,659.75
81,  Indonesia,54015.0,54079.25,54079.25,55363.25,55953.75,56575.0,57211.5,73768.75,79816.25,130840.0,131566.5,131731.8,135146.3,140677.0,158209.8,161291.5,164378.0,170877.0,180789.3,180789.3,180789.3,180789.3,180789.3
82,  Guernsey,0.0,0.0,0.0,0.0,0.0,13.25,16.5,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
83,  Isle of Man,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,  Jamaica,1850.5,1850.5,1850.5,1850.5,1854.25,1854.25,1855.5,1855.5,1855.5,1873.75,1874.5,1874.5,1874.5,1874.5,1874.5,1874.5,1874.5,1874.5,1874.5,1874.5,1874.5,1901.5,1901.5
85,  Jersey,51.75,51.75,51.75,51.75,51.75,185.75,185.75,185.75,185.75,185.75,185.75,185.75,185.75,185.75,185.75,185.75,185.75,185.75,185.75,185.75,185.75,185.75,185.75
86,  Saint Martin,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,1074.75,1074.75,1074.75,1074.75,1074.75,1074.75,1074.75,1074.75,1074.75,1074.75,1074.75,1074.75,1074.75
87,  Malaysia,2702.75,3159.75,3188.5,3200.5,3553.25,3555.75,3555.75,5293.75,5357.75,5358.25,5350.5,5350.5,5359.5,5380.25,5395.75,5564.25,13990.5,13990.5,13990.5,24014.25,24014.25,24014.25,24014.25
88,  Malta,1626.75,1629.75,1629.75,1629.75,1629.75,1642.75,1642.75,1644.5,1644.5,1644.5,1815.25,1815.25,1815.25,1815.25,1815.25,1815.25,4147.75,4147.75,4147.75,4147.75,4147.75,4147.75,4147.75
89,  Martinique,47780.25,47780.25,47780.25,47780.25,47780.25,47780.25,47780.25,47780.25,47780.25,47780.25,47818.25,47818.25,47818.25,47818.25,47818.25,47818.25,47818.25,47818.25,47818.25,47818.25,47818.25,47818.25,47818.25
90,  Mayotte,0.0,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,66042.5,66042.5,66042.5,66042.5,66042.5,66042.5,66042.5,66042.5,66042.5,66042.5,66042.5,66042.5,66042.5
91,  Montserrat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,  Myanmar,1798.5,1798.5,1798.5,1798.5,1798.5,1798.5,1798.5,1798.5,1798.5,1798.5,1798.5,1798.5,1798.5,1798.5,1798.5,1798.5,1798.5,2284.75,2284.75,2284.75,2284.75,2284.75,2284.75
93,  New Caledonia,1287.75,1287.75,1287.75,1287.75,1287.75,1287.75,1287.75,1287.75,17168.25,20944.5,20944.5,20944.5,20944.5,22906.0,1125185.0,1125185.0,1125185.0,1125185.0,1125185.0,1125188.0,1125188.0,1125188.0,1125188.0
94,  Nicaragua,6072.75,6458.75,6458.75,6458.75,6458.75,6458.75,6458.75,6458.75,6458.75,6458.75,7927.25,7927.25,7927.25,7927.25,7927.25,7927.25,7927.25,7927.25,7927.25,7927.25,7927.25,7927.25,7927.25
95,  Niue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129173.3,129173.3,129173.3
96,  Norfolk Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,  Northern Mariana Islands,206249.0,206249.0,206249.0,206249.0,206249.0,206249.0,206249.0,206249.0,206249.0,206249.0,206249.0,206249.0,206249.0,206249.0,206249.0,206249.0,206249.0,206249.0,206249.0,206249.0,206249.0,206249.0,206249.0
98,  Panama,1637.25,1637.25,1637.25,2082.25,4108.25,5933.0,5936.75,5936.75,5937.25,6551.0,6562.0,6562.0,6562.0,6562.0,6562.0,89200.0,89201.5,89270.75,89270.75,89380.75,89380.75,89380.75,89380.75
99,  Peru,2169.5,2169.5,2169.5,2169.5,2169.5,2169.5,2169.5,2169.5,2171.25,3540.5,3540.5,3983.25,3983.25,3983.25,3983.25,3983.25,3983.25,3983.25,3983.25,3983.25,3983.25,66669.0,66669.0
100,  Philippines,2771.75,5689.0,5689.0,5689.0,5689.0,5689.0,5699.5,5699.5,5699.5,5699.75,9167.25,9167.25,9167.25,9167.25,9167.25,9167.25,10056.0,10056.0,31752.5,31752.5,31752.5,31752.5,31752.5
101,  Pitcairn,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,844831.5,844831.5,844831.5,844831.5,844831.5,844831.5,844831.5
102,  Puerto Rico,3110.5,3197.0,3197.0,3197.0,3197.5,3197.5,3197.5,3197.5,3197.5,3197.5,3197.5,3197.5,3197.5,3197.5,3197.5,3197.5,3197.5,3197.5,3197.5,3197.5,3197.5,3197.5,3197.5
103,  Réunion,0.0,0.0,0.0,0.0,0.0,0.0,0.25,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75
104,  Romania,1241.25,1241.25,1241.25,1241.25,1241.25,1241.25,1241.25,1657.25,1657.25,3846.0,3846.0,3846.0,3846.0,3993.5,3993.5,3993.5,3993.5,3993.5,6208.0,6208.0,6208.0,6208.0,6208.0
105,  Russia,35811.5,36207.25,36212.25,36232.0,48725.25,48792.25,48792.75,48834.25,48835.75,113684.3,113905.5,113905.5,113958.3,120066.5,120156.3,120160.0,120167.8,121705.0,167328.3,167372.8,172072.5,172072.5,172072.5
106,  Saint Helena,3913.5,3913.5,3913.5,3913.5,3913.5,3913.5,3913.5,3913.5,3913.5,3913.5,3913.5,3913.5,3913.5,3913.5,3915.25,3915.25,3915.25,3915.25,3915.25,452807.0,1141024.0,1141024.0,1141024.0
107,  Saint Barthélemy,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,4134.75,4134.75,4134.75,4134.75,4134.75,4134.75,4134.75,4134.75,4134.75,4134.75,4134.75,4134.75,4134.75
108,  Saint Kitts and Nevis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,422.0,422.0,422.0,422.0,422.0,422.0
109,  Saint Lucia,27.0,27.0,27.0,27.0,27.0,27.0,27.0,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5
110,  Sint Maarten,16.85,16.85,16.85,16.85,16.85,16.85,16.85,16.85,16.85,16.85,16.85,16.85,16.85,16.85,16.85,16.85,16.85,16.85,16.85,16.85,16.85,16.85,16.85
111,  Saint Pierre and Miquelon,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
112,  Saint Vincent and the Grenadines,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75
113,  Saudi Arabia,5503.25,5503.25,5503.25,5503.25,5503.25,5503.25,5503.25,5503.25,5503.25,5503.25,5503.25,5503.25,5503.25,5503.25,5503.25,5503.25,5503.25,5503.25,5503.25,5503.25,5503.25,5503.25,5503.25
114,  Singapore,0.0,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
115,  South Africa,2263.25,2376.25,2376.5,2376.5,4575.25,4575.25,4575.25,4575.25,4608.0,4608.0,4608.0,4853.0,4853.0,174790.0,174790.0,174790.8,174790.8,174801.0,174801.3,227787.3,227787.3,227787.3,227789.3
116,  South Georgia and the South Sandwich Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1230113.0,1230113.0,1230113.0,1230113.0,1230113.0,1230113.0,1230113.0,1230113.0,1230113.0,1230113.0,1230113.0
117,  Suriname,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0
118,  Svalbard and Jan Mayen,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,77144.75,77820.25,77820.25,82106.75,82106.75,82106.75,82106.75,82106.75,82106.75,82106.75,82106.75,82106.75,82106.75,82106.75
119,  Thailand,4765.0,4818.75,5153.25,5153.25,5153.25,5153.25,5153.25,5153.25,5156.5,5179.5,5179.5,5201.0,5201.0,5211.5,5211.5,8361.0,10798.75,12991.5,13596.0,13596.0,13596.0,13822.0,13822.0
120,  Tokelau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,  Trinidad and Tobago,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5
122,  Turks and Caicos Islands,156.75,156.75,156.75,156.75,156.75,156.75,156.75,156.75,156.75,156.75,156.75,156.75,156.75,156.75,156.75,156.75,156.75,156.75,156.75,156.75,156.75,156.75,156.75
123,  Ukraine,10860.5,10860.5,10860.5,10860.5,10860.5,10860.5,10860.5,10860.5,10860.5,10860.5,10860.5,10860.5,10860.5,10860.5,10860.5,10860.5,10860.5,10860.5,10860.5,10860.5,10860.5,10860.5,10860.5
124,  Uruguay,3.0,3.0,3.0,3.0,39.75,39.75,39.75,39.75,40.5,239.5,400.75,470.5,470.5,470.5,765.5,1055.25,1055.25,1109.25,1109.25,1109.25,1109.25,1109.25,1109.25
125,  Venezuela,20993.0,20995.75,20995.75,20995.75,20995.75,21066.0,21066.0,21066.0,21066.0,21066.0,21066.0,21066.0,21066.0,21066.0,21066.0,21066.0,21066.0,21066.0,21066.0,21066.0,21066.0,21066.0,21066.0
126,  Viet Nam,694.0,719.5,3281.75,3319.25,3319.25,3319.25,3319.25,3319.25,3319.25,3319.25,3319.25,3319.25,3319.25,3326.5,3380.5,3380.5,3380.5,3380.5,3380.5,3380.5,3380.5,3380.5,3380.5
127,  United States Virgin Islands,103.75,154.75,154.75,303.75,303.75,303.75,303.75,303.75,303.75,303.75,303.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75
128,  Wallis and Futuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
